market_title,site,number,menu,work_hours,price_range,address,category,image,latitude,longitude,tags
발우공양,,02-733-2081 ,"점심한정코스(3만원), 코스(4만5천원, 6만5천원, 9만5천원, 15만원)",11:30~15:00/18:00~21:30 ,5~10만원대,서울특별시 종로구 견지동 71,"기타, 비건, 한식(일반한식), 사찰요리",restaurant_pics/발우공양.jpg,37.57386,126.9832,비건레스토랑
필동면옥,,02-2266-2611 ,"물냉면, 비빔냉면, 온면, 만두(각 1만4천원), 수육(200g 3만2천원), 제육(200g 3만원)",11:00~16:00/17:00~20:30 ,1~2만원대,서울특별시 중구 필동3가 1-5,"한식(육류), 제육, 한식(면류), 만두, 평양냉면",restaurant_pics/필동면옥.jpg,37.56034,126.9969,
한국의집,https://www.instagram.com/koreahouse_official/,02-2266-9101 ,"궁중정식코스(7만7천원, 11만원대), 등심너비아니(6만5천원), 전통주페어링(7만원)",11:30~15:30/17:00~22:00 ,5~10만원대,서울특별시 중구 필동2가 80-2 한국의집,"한식(일반한식), 한정식",restaurant_pics/한국의집.jpg,37.56022530490597,126.99449942354792,한옥맛집
평래옥,,02-2267-5892 ,"초계탕(2인 3만4천원), 닭무침(2만5천원), 평양냉면, 온면(각 1만4천원), 평양식어복쟁반(소 5만9천원, 대 8만8천원)",11:00~15:30/17:00~22:00(마지막 주문 21:00) ,1~2만원대,서울특별시 중구 저동2가 18-1,"한식(가금류), 닭무침, 한식(탕/국/찌개/전골), 어복쟁반, 초계탕",restaurant_pics/평래옥.jpg,37.56487,126.9904,노포
우래옥,,02-2265-0151 ,"물냉면, 비빔냉면, 온면(각 1만6천원), 갈비탕(1만8천원), 불고기(150g 3만7천원), 생등심(150g 6만2천원), 갈비(180g 5만3천원), 육개장(1만6천원)",11:30~21:00(마지막 주문 20:30) ,2~5만원대,서울특별시 중구 주교동 118-1 우래옥,"한식(육류), 소불고기, 한식(탕/국/찌개/전골), 어복쟁반, 한식(면류), 평양냉면",restaurant_pics/우래옥.jpg,37.56817,126.9988,노포
그릴데미그라스,,02-723-1233 ,"햄버그스테이크(2만2천원), 비프가스(2만8천원), 그라탱, 새우프라이, 치킨카레스튜(각 2만1천원), 돼지목살스테이크(2만5천원), 비프스튜(3만원), 안심스테이크, 채끝스테이크(5만5천원), 돼지갈비오븐구이(6만원)",11:30~13:00/18:00~22:00(마지막 주문 21:00) ,2~5만원대,서울특별시 중구 예장동 2-19 오리엔스,"기타, 경양식",restaurant_pics/그릴데미그라스.jpg,37.560088148067926,126.9911266583733,
우스블랑,https://www.instagram.com/ours_blanc__/,02-706-9356,"바게트샌드위치(9천9백원), 소시지페이스트리(5천5백원), 채소탁틴(6천3백원), 애플파이(5천9백원), 갈래트(5천6백원), 시금치무스(5천6백원), ",08:00~19:00 ,1만원 미만 ,서울특별시 용산구 효창동 5-51,"디저트/차/베이커리, 베이커리",restaurant_pics/우스블랑.jpg,37.54138,126.9624,
레벨제로,https://www.instagram.com/l0_dining/,010-2284-5979,"디너(20만원), 페어링(15만원)",18:00~22:00 ,15~25만원대,서울특별시 용산구 한강로3가 40-186,컨템포러리,restaurant_pics/레벨제로.jpg,37.5260334010541,126.962235987145,
카덴,,02-3142-6362 ,"모둠사시미(2인 4만원, 3인 5만6천원, 4인 8만8천원), 제주산금태조림(3만4천원), 도미머리조림(2만8천원), 홍우럭조림(3만4천원), 은어숯불구이(2만8천원)",11:30~22:00 ,2~5만원대,서울특별시 서대문구 연희동 81-1 거화빌딩,"바/주점, 이자카야",restaurant_pics/카덴.jpg,37.572533,126.935079,
파올로데마리아,https://www.instagram.com/paolodemariafinetrattoria,02-599-9936,"갑오징어탈리아텔레(3만2천원), 볼로네제탈리아텔레파스타(3만원), 지중해식해산물그릴요리(4만5천원), 광어요리(4만5천원),젤라토(1만원)",11:30~15:00/17:30~22:00(마지막 주문 21:30) ,5~10만원대,서울특별시 서대문구 연희동 79-4,이탈리아식,restaurant_pics/파올로데마리아.jpg,37.5727556539163,126.936890577525,
폴앤폴리나,https://www.instagram.com/paul.and.paulina/  ,02-333-0185 ,"블랙올리브(4천1백원), 치아바타(3천7백원), 크루아상(4천1백원), 팽오쇼콜라(4천5백원), 바게트(5천원), 버터프레첼(4천2백원), 스콘(3천7백원)",11:00~18:00 ,1만원 미만 ,서울특별시 서대문구 연희동 125-7,"디저트/차/베이커리, 베이커리",restaurant_pics/폴앤폴리나.jpg,37.568844,126.929055,
목란,,02-732-0054,"탕수육(2만2천원), 양장피(3만8천원), 유린기, 깐풍기, 라조기, 공보기정(각 3만5천원), 깐풍닭날개(4만원), 산라탕(2만2천원), 영덕대게살수프(3만2천원), 짬뽕수프(2만원), 중새우칠리(4만원), 깐풍관자(5만5천원), 홍소가지(2만5천원)",11:30~15:00/17:00~21:20(마지막 주문 20:35) ,2~5만원대,서울특별시 서대문구 연희동 132-28,"중식, 일반중식",restaurant_pics/목란.jpg,37.56834,126.9305,
온고파티스리,https://www.instagram.com/ongo_patisserie/,02-332-5584,"팽드젠(7천8백원), 슈온고(5천6백원), 낭테(4천2백원), 카늘레(3천5백원), 바스크(7천8백원), 피낭시에(3천2백원), 마들렌(2천8백원), 타르트렛포아르(7천원)",11:00~19:00 ,1만원 미만 ,서울특별시 서대문구 연희동 116-34,"디저트/차/베이커리, 구움과자, 베이커리",restaurant_pics/온고파티스리.jpg,37.5694208162675,126.928242163795,
컨퍼런스하우스달개비,,02-765-2068 ,"코스(4만5천원~11만원), 갈비상차림(5만5천원), 삼색전(2만2천원), 산더덕구이, 너비아니숯불구이(각 2만5천원), 레몬닭, 왕새우구이, 활전복구이(2만8천원)",07:30~21:30 | 토요일 10:00~21:30 ,5~10만원대,서울특별시 중구 정동 3-7,"한식(일반한식), 한정식",restaurant_pics/컨퍼런스하우스달개비.jpg,37.56677,126.976,
라세느,,02-317-7171 ,"아침(어른 7만5천원, 어린이 4만원), 점심(어른 14만원대~18만원, 어린이 7만5천원~8만5천원), 저녁(어른 18만원, 어린이 8만5천원)",06:30~22:00 ,10~15만원대,서울특별시 중구 소공동 1 롯데호텔,"기타, 뷔페",restaurant_pics/라세느.jpg,37.56534,126.981,
나인스게이트,,02-317-0365,"파워브렉퍼스트(5만9천원), 프리픽스런치(7만원~9만원), 주말코스(13만원대), 스몰플레이트(2만2천원~4만8천원), 해산물모둠타워(20만원), ","07:00~10:00/12:00~15:00/18:00~22:00│토, 일요일 12:00~15:00/18:00~22:00 ",10~15만원대,서울특별시 중구 소공동 21-1 소공 한국빌딩,미국식,restaurant_pics/나인스게이트.jpg,37.564372,126.980016,노포
충무집,,010-2019-4088 ,"잡어탕(2만원), 갈치조림(1만8천원), 갈치조림+멍게밥(2만5천원), 대구탕(1만8천원), 도다리쑥국(2만5천원)",11:30~15:00/17:00~22:00│토요일 11:30~20:00 ,2~5만원대,서울특별시 중구 다동 123-1,"한식(어패류), 도다리쑥국, 멍게비빔밥, 생선회",restaurant_pics/충무집.jpg,37.567332,126.981994,
세스크멘슬,https://www.instagram.com/xescmenzl/,02-6082-0393,"런치세트(2만원), 보끼(3만5천원), 마일리(3만3천원), 화이트라구(1만8천원), 나폴리탄(1만8천원), 시저샐러드(1만5천원), 토마토수프(9천원), 하몽크로켓타(2만5천원), 치즈플래터(2만원)",11:00~23:00 ,1~2만원대,서울특별시 성동구 성수동2가 322-20,"기타, 샤퀴테리, 유럽식, 독일식",restaurant_pics/세스크멘슬.jpg,37.54106033675408,127.05641286396366,핫플맛집
뱅글,https://www.instagram.com/vingle_seongsu/,02-465-7306,"양갈비구이(3만4천원), 독일식빵과버터(5천5백원), 당근라페(5천원), 깍지콩샐러드(8천원), 송고버섯샐러드(1만6천원), 양배추숯구이(1만7천원), 소프트셀크랩튀김(1만6천원), 모시조개참나물파스타(1만9천원), 뱅글라구파스타(2만원)",17:00~24:00 | 토요일 12:00~16:00/17:00~24:00 | 일요일 12:00~16:00/17:00~23:00 ,2~5만원대,서울특별시 성동구 성수동2가 256-3,"기타, 다이닝바, 바/주점, 와인바",restaurant_pics/뱅글.jpg,37.5392888004233,127.0619662359,핫플맛집
매튜,https://www.instagram.com/matthew.seoul/,02-465-9125,"런치(6만5천원), 디너(11만5천원)",12:00~15:00(마지막 주문 13:30)/18:00~22:00 ,10~15만원대,서울특별시 성동구 성수동2가 256-3,컨템포러리,restaurant_pics/매튜.jpg,37.5392021126229,127.061988341323,핫플맛집
바위파스타바성수,https://www.instagram.com/bawipastabar/,02-333-4444,디너코스(7만5천원),17:00~24:00 ,10~15만원대,서울특별시 성동구 성수동2가 269-81,"이탈리아식, 파스타, 바/주점, 와인바",restaurant_pics/바위파스타바성수.jpg,37.5391327781277,127.061562618594,
메쉬커피,https://www.instagram.com/meshcoffee,02-464-7078,"브루잉커피(변동), 에스프레소(5천원), 아메리카노(5천원), 카페라테(5천5백원), 저스트프룻티(5천5백원), 피넛버터쿠키(2천5백원)",08:30~17:00 | 토요일 10:00~18:00 | 일요일 12:00~17:00 ,1만원 미만 ,서울특별시 성동구 성수동1가 685-307,"디저트/차/베이커리, 커피전문점",restaurant_pics/메쉬커피.jpg,37.54808,127.04244,스페셜티커피
블루보틀(성수점),https://www.instagram.com/bluebottlekorea/,02-6212-6998,"아메리카노(5천2백원), 커피(5천원~6천8백원), 드립커피(5천4백원, 6천5백원), 초콜릿우유(6천6백원), 글루텐프리마들렌(3천6백원), 살구타르트(6천6백원), 레몬쿠키(3천4백원), 커피쿠키(9천8백원)",08:00~20:30 ,1만원 미만 ,서울특별시 성동구 성수동1가 656-302 케이티링커스,"디저트/차/베이커리, 커피전문점",restaurant_pics/블루보틀(성수점).jpg,37.54810720152968,127.04564060165043,"핫플맛집, 스페셜티커피"
리치몬드과자점,https://www.instagram.com/richemont_bakery/,02-325-0222,"공주밤파이(3천5백원), 슈크림(3천3백원), 밤식빵(9천8백원), 퀸아망(4천4백원), 크루아상(4천2백원), 앙금빵(3천1백원)",08:00~22:00(마지막 주문 21:30) ,1만원 미만 ,서울특별시 마포구 성산동 114-5 리치몬드빌딩,"디저트/차/베이커리, 베이커리",restaurant_pics/리치몬드과자점.jpg,37.56141,126.9156,노포
나폴레옹과자점,https://www.instagram.com/bakery_napoleon,02-742-7421 ,"사라다빵(6천원), 크림빵(2천9백원), 벌꿀빵(6천5백원), 밤빵(2천9백원), 팽오쇼콜라(4천원), 크루아상(3천8백원), 무화과스콘(3천6백원)",09:00~21:00 ,1만원 미만 ,서울특별시 성북구 성북동1가 35-5,"디저트/차/베이커리, 베이커리",restaurant_pics/나폴레옹과자점.jpg,37.58889,127.0051,노포
명륜손칼국수,,02-742-8662 ,"칼국수(1만원), 설렁탕(1만2천원), 수육, 문어(각 소 3만원, 대 4만원), 생선전(소 2만원, 대 3만원)",11:30~13:30 ,1~2만원대,서울특별시 종로구 명륜1가 31-23,"한식(육류), 수육, 한식(어패류), 문어, 한식(면류), 칼국수",restaurant_pics/명륜손칼국수.jpg,37.58939,126.9989,
까델루뽀,https://www.instagram.com/romantic_owner_chef/,02-734-5233 ,"런치코스(3만9천원~5만3천원), 디너코스(7만5천원~9만9천원)",12:00~14:50(마지막 주문 13:30)/18:00~21:30(마지막 주문 20:00) ,5~10만원대,서울특별시 종로구 효자동 39-1,"이탈리아식, 파스타",restaurant_pics/까델루뽀.jpg,37.58179,126.9714,한옥맛집
지화자,,02-2269-5834 ,"정찬(9만5천원), 만찬(13만원~19만5천원)",10:00~15:00/17:00~21:30(마지막 주문 20:00) ,10~15만원대,서울특별시 종로구 청운동 48,"한식(일반한식), 한정식",restaurant_pics/지화자.jpg,37.58706,126.969378,
가스트로통,,02-730-4162,"런치세트(5만5천원~7만9천원), 디너메뉴마테호른(9만5천원), 디너메뉴융프라우(13만원)",11:30~15:00(마지막 주문 14:00)/17:30~22:00(마지막 주문 19:30) ,10~15만원대,서울특별시 종로구 통의동 25-2,"유럽식, 스위스식",restaurant_pics/가스트로통.jpg,37.5786556317875,126.972607511153,
토속촌,,02-737-7444 ,"삼계탕(2만원), 산삼배양근삼계탕(2만6천원), 오골계삼계탕(2만5천원), 산삼배양근오골계삼계탕(3만1천원), 닭도리탕(3만원)",10:00~22:00(마지막 주문 21:00) ,2~5만원대,서울특별시 종로구 체부동 85-1 토속촌,"한식(가금류), 삼계탕, 닭볶음탕",restaurant_pics/토속촌.jpg,37.5776,126.9717,한옥맛집
아따블르,,02-736-1048 ,코스(4만5천원~6만원),12:00~15:00/18:00~21:00(마지막 주문 19:30) | 화요일 12:00~15:00(마지막 주문 13:30) ,5~10만원대,서울특별시 종로구 팔판동 20,프랑스식,restaurant_pics/아따블르.jpg,37.5833552066204,126.98134071176,한옥맛집
큰기와집,,02-722-9024 ,"꽃게장비빔밥(3만6천원), 양념게장(3만8천원), 간장게장(5만3천원), 인삼갈비찜(3만3천원)",11:30~15:00/17:30~21:00(마지막 주문 20:00) ,5~10만원대,서울특별시 종로구 재동 49-6,"한식(일반한식), 한정식, 한식(어패류), 게장",restaurant_pics/큰기와집.jpg,37.5787470168012,126.985411258625,
용수산비원,https://www.instagram.com/yongsusan_biwon/,02-743-5999,"용정식(7만8천원), 궁정식(10만8천원), 시림정식(11만8천원), 예절정식(16만8천원),",11:30~15:00/17:00~22:00 ,10~15만원대,서울특별시 종로구 원서동 148 용수산,"한식(일반한식), 한정식, 개성음식",restaurant_pics/용수산비원.jpg,37.579407,126.989116,
더레스토랑,,02-735-8441,"샐러드(1만3천2백원), 그릴채소토마토소스오믈렛, 베이컨토마토소스오믈렛(각 1만6천5백원), 마르게리타피자(3만원), 새우아보카도피자(3만3천원), 프러플풍미버섯피자(3만8천5백원), 알리오올리오(1만3천2백원), 포크커리라이스(2만2천원)",12:00~15:00/18:00~22:00 ,10~15만원대,서울특별시 종로구 소격동 48,프랑스식,restaurant_pics/더레스토랑.jpg,37.58069,126.9805,
두레,,02-732-2919,"한상차림(4만원~15만원), 셰프스페셜(변동), 한우육회비빔밥(1만8천원), 낙지비빔밥, 언양식불고기(각 1만6천원)",11:30~15:00/17:00~21:50(마지막 주문 20:50) ,5~10만원대,서울특별시 종로구 소격동 165,"한식(일반한식), 한정식",restaurant_pics/두레.jpg,37.5786280284849,126.980087994867,
스기모토,https://www.instagram.com/sugimoto_omakase,02-733-3819,"런치오마카세(13만원), 디너오마카세(23만원)","수, 목요일 12:30~14:30/18:00~20:30 | 금, 토, 일요일 12:00~15:00/18:00~20:30 ",15~25만원대,서울특별시 종로구 소격동 144-8,"일식, 스시",restaurant_pics/스기모토.jpg,37.57974107056,126.982048950552,
두가헌,,02-3210-2100 ,"런치코스(6만8천원), 디너코스(14만원)",12:00~14:30(마지막 주문 13:00)/18:00~22:00(마지막 주문 20:00) ,10~15만원대,서울특별시 종로구 사간동 80 현대갤러리,"프랑스식, 바/주점, 와인바",restaurant_pics/두가헌.jpg,37.577089,126.980272,한옥맛집
만정,,02-733-1392,"한우육회(120g 3만2천원), 한우프라임생갈비(180g 7만3천원), 만정스페셜한우(150g 5만8천원, 6만3천원), 한우숙성등심(150g 5만3천원), 한우즉석양념갈비(180g 5만8천원), 평양냉면(1만3천원)","11:00~15:00/16:00~22:00(마지막 주문 21:20)│토, 일요일 11:00~21:30(마지막 주문 20:50) ",5~10만원대,서울특별시 종로구 삼청동 28-19 RH타운,"한식(육류), 소고기구이",restaurant_pics/만정.jpg,37.586207,126.982048,
딥블루레이크,https://www.instagram.com/deepbluelake_mangwon/,02-323-8532 ,"아메리카노, 에스프레소(5천원), 오트라테, 로즈레몬에이드, 로즈레몬티, 쿠스미티(각 6천원), 오렌지주스(7천원), 레몬오렌지파운드케이크, 브라우니(각 5천5백원)",10:00~21:30(마지막 주문 21:00) ,1만원 미만 ,서울특별시 마포구 망원동 411-12,"디저트/차/베이커리, 커피전문점",restaurant_pics/딥블루레이크.jpg,37.555775,126.905635,"스페셜티커피, 북유럽로스팅, 노르딕로스팅, 라이트로스팅"
성우서서갈비,,02-718-8543 ,한우소갈비(2대 2만6천원),15:00~23:00 ,5~10만원대,서울특별시 마포구 용강동 45-21,"한식(육류), 소갈비",restaurant_pics/성우서서갈비.jpg,37.54153,126.9421,
을밀대,,02-717-1922 ,"물냉면, 비빔냉면(각 1만5천원), 회냉면(1만8천원), 수육(소 3만5천원, 대 7만원), 녹두전(1만2천원), 홍어(6만원)",11:00~22:00 ,1~2만원대,서울특별시 마포구 염리동 147-6,"한식(육류), 수육, 한식(면류), 평양냉면",restaurant_pics/을밀대.jpg,37.54745,126.9455,노포
핑하오,,02-3274-1188 ,"깐풍기(소 3만6천원, 대 5만4천원), 유린기(3만6천원), 깐풍왕새우(소 5만8천원, 대 5만8천원), 탕수육(소 2만8천원, 대 4만3천원), 궈바로우(2만9천원), 짜장면(7천5백원), 어향가지덮밥(1만원)",11:30~14:30/16:30~21:50 | 토요일 11:30~14:30/16:30~21:20 ,2~5만원대,서울특별시 마포구 도화동 50-1 일진빌딩,"중식, 일반중식",restaurant_pics/핑하오.jpg,37.540424,126.946225,
프릳츠,,02-3275-2045 ,"아메리카노(4천6백원), 카페라테(5천원), 브루잉커피(5천5백원~), 무화과캉파뉴, 호두크렌베리캉파뉴(각 5천4백원), 크루아상(3천8백원)","08:00~22:00 | 토, 일요일 10:00~22:00 ",1만원 미만 ,서울특별시 마포구 도화동 179-9,"디저트/차/베이커리, 커피전문점, 베이커리",restaurant_pics/프릳츠.jpg,37.540976,126.949047,스페셜티커피
여명,,02-711-5468 ,"간짜장, 짬뽕, 볶음밥(각 8천원), 양장피(소 2만6천원, 대 3만5천원), 탕수육(소 1만9천원, 대 2만5천원), 칠리새우(소 3만2천원, 중 4만원), 군만두(8천원)","11:30~15:00/17:00~22:00(마지막 주문 14:20, 21:20) | 토요일, 공휴일 11:30~15:00/17:00~21:00 ",1만원 미만 ,서울특별시 마포구 도화동 181-2,"중식, 일반중식",restaurant_pics/여명.jpg,37.542049,126.950949,
진미식당,,02-3211-4468 ,"간장게장정식(4만5천원), 게장포장(4만원)",12:00~15:30/17:00~20:00 ,2~5만원대,서울특별시 마포구 공덕동 105-127 선화의원,"한식(어패류), 게장",restaurant_pics/진미식당.jpg,37.55055,126.9558,
순대실록,,02-742-5338,"순대스테이크(1만5천원), 소고기순대스테이크(1만9천원), 순대곱창볶음(3만2천원), 전통순댓국(9천원), 순댓국정식(1만3천원)",09:00~23:30(마지막 주문 23:00) ,1~2만원대,서울특별시 종로구 동숭동 1-41 우성빌딩,"한식(육류), 순대",restaurant_pics/순대실록.jpg,37.5832949237454,127.00305727141,
핏제리아오,,02-3673-5005 ,"마르게리타부팔라(1만9천9백원), 랍스타피자(5만5천9백원), 연어피자(2만4천원), 강식당피자(4만5천원), 스텔라피자(2만9천9백원), 나폴리오피자(2만4천9백원), 리코타샐러드(1만7천9백원), 카르보나라(1만9천9백원)",11:30~22:00(마지막 주문 21:00) ,2~5만원대,서울특별시 종로구 동숭동 31-37,"이탈리아식, 피자",restaurant_pics/핏제리아오.jpg,37.5820958419415,127.004326234581,
계향각,https://www.instagram.com/shinkyesook/,02-3674-7770,"해선볶음밥(1만8천원), 솬차이탕면(1만5천원), 라즈지(3만5천원), 초염새우(3만9천원), 마라등갈비(4만원), 동파육(8만8천원), 찹쌀가루소갈비찜(13만5천원), 팔보오리(18만원), 불도장(19만원)","11:30~15:00(마지막 주문 14:00)/17:00~22:00(마지막 주문 21:00) | 토, 일요일 11:30~22:00(마지막 주문 21:00) ",5~10만원대,서울특별시 종로구 동숭동 31-37,"중식, 일반중식",restaurant_pics/계향각.jpg,37.5820958419415,127.004326234581,
청진옥,,02-735-1690 ,"해장국(1만2천원, 특 1만5천원), 안주전골(3만원), 모둠수육(3만5천원), 모둠전(2만5천원), 빈대떡(2만원)",06:00~21:30(마지막 주문 21:00) ,1~2만원대,서울특별시 종로구 청진동 183-1 청진빌딩,"한식(탕/국/찌개/전골), 선지해장국, 한식(육류), 수육",restaurant_pics/청진옥.jpg,37.571716,126.979423,노포
무교동유정낙지,https://www.instagram.com/yoojungnakji_1966/,02-725-0646,"낙지볶음(1만7천원), 유정낙지전복찜(6만7천원), 산낙지데침과한우업진수육(5만9천원), 산낙지탕탕이(3만2천원), 낙지튀김(3만2천원), 감자전(1만8천원), 낙지한마리파전(2만3천원)",11:00~22:00 ,2~5만원대,서울특별시 중구 태평로1가 60-17 태성빌딩,"한식(어패류), 낙지",restaurant_pics/무교동유정낙지.jpg,37.56762919252033,126.97604409036988,
모던샤브하우스,,02-2251-8501,"시그니처코스(5만8천원), 스페셜코스(7만8천원), 프리미엄코스(14만원)",11:30~22:00(마지막 주문 21:00) ,5~10만원대,서울특별시 종로구 청진동 246 D타워,"기타, 샤부샤부",restaurant_pics/모던샤브하우스.jpg,37.5709958592808,126.978914477333,
유유안,,02-6388-5500 ,"런치세트(11만8천원), 북경오리(반마리 9만8천원, 한마리 18만8천원), 평일딤섬세트(13만원), 주말딤섬세트(16만원), 블랙트러플북경요리(34만원), 셰프셀렉션(21만원), 임페이얼메뉴(28만원) ",11:30~14:30/17:30~21:30 ,15~25만원대,서울특별시 종로구 당주동 29,"중식, 북경오리, 딤섬, 광동식중식",restaurant_pics/유유안.jpg,37.570539,126.975391,
보칼리노,,02-6388-5500,"파스타(3만8천원~8만8천원), 피자(3만7천원~5만8천원), 한우등심(180g 9만8천원), 코스(1인 17만5천원)",11:30~14:30/17:30~21:30(마지막 주문 21:00) ,10~15만원대,서울특별시 종로구 당주동 29,"이탈리아식, 기타, 뷔페",restaurant_pics/보칼리노.jpg,37.570539,126.975391,
찰스H,,02-6388-5000 ,"그리시니&파르마햄, 쿠반다이너마이트롤(각 3만2천원), 중국식홈메이드소고기(3만4천원), 홍콩식군만두(3만5천원), 트러플아란치니(3만5천원), 랍스터롤, 슬라이더듀오, 피시앤칩스(각 3만9천원), 샤퀴테리보드, 모둠치즈플래터(각 4만7천원)",18:00~01:30(익일) ,5~10만원대,서울특별시 종로구 당주동 29,"바/주점, 위스키바, 바",restaurant_pics/찰스H.jpg,37.570539,126.975391,
아키라백서울,https://www.instagram.com/akirabackseoul/,02-6388-5500 ,"참치피자(3만7천원), 버섯피자(3만2천원), AB참치타코(3만3천원), 제주도미(3만2천원), 메로구이(4만5천원), 토반한우안심(7만8천원), 민물장어덮밥(7만5천원), 해초(2만원)",11:30~14:30/17:30~21:30 ,5~10만원대,서울특별시 종로구 당주동 30,"일식, 모던재패니즈",restaurant_pics/아키라백서울.jpg,37.57069965284965,126.97540015123504,
평안도만두집,,02-723-6592 ,"만둣국, 접시만두(각 1만2천원), 녹두전(1만원), 제육(100g 1만2천원, 200g 2만4천원), 만두전골(2인 4만원, 3인 6만원, 4인 8만원)",11:00~15:30/17:00~21:30(마지막 주문 20:40) ,1~2만원대,서울특별시 종로구 내수동 167 대우빌딩,"한식(탕/국/찌개/전골), 만두전골, 한식(육류), 보쌈, 한식(면류), 만두",restaurant_pics/평안도만두집.jpg,37.57275,126.9733,
나무사이로,https://www.instagram.com/namusairocoffee,070-7590-0885,"아메리카노(5천원), 카페라테(6천원), 핸드드립커피(7천원~9천원), 초코케이크(5천5백원)","09:00~21:00│토, 일요일 09:30~21:00 ",1만원 미만 ,서울특별시 종로구 내자동 196,"디저트/차/베이커리, 커피전문점",restaurant_pics/나무사이로.jpg,37.5746,126.971,한옥카페
메이다이닝,,02-904-9000,"평일런치코스(4만원), 메이코스(7만원), 티본세트(23만원), 스테이크세트(10만원), 샐러드(1만8천원~2만원), 리조토(2만5천원~3만5천원), 파스타(2만4천원~2만8천원), 피자(2만1천원~2만8천원)","11:30~15:00(마지막 주문 14:00)/17:00~22:00(마지막 주문 20:30) | 토, 일요일 11:30~22:00(마지막 주문 20:30) ",5~10만원대,서울특별시 도봉구 도봉동 470-3,프랑스식,restaurant_pics/메이다이닝.jpg,37.67784,127.0351,
무수옥,,02-954-6292 ,"생등심(180g 4만8천원), 설렁탕, 육회비빔밥, 내장탕(각 1만2천원), 육회(180g 3만원), 수육(220g 3만원)",10:00~15:00/16:00~22:00 | 일요일 09:00~15:00/16:00~21:00 | 공휴일 10:00~22:00 ,10~15만원대,서울특별시 도봉구 도봉동 600-4,"한식(탕/국/찌개/전골), 설렁탕, 한식(육류), 육회, 소고기구이",restaurant_pics/무수옥.jpg,37.67699,127.0442,노포
비금도,,02-512-1714,"비금도정식(3만9천원), 비금도코스(11만원), 육전, 홍어전, 낙지전, 굴전(각 4만2천원), 산낙지(7만원)",11:30~14:30/17:00~22:00 ,5~10만원대,서울특별시 강남구 청담동 95-4 노아빌딩,"한식(일반한식), 한정식, 남도음식",restaurant_pics/비금도.jpg,37.52476,127.0446,
울프강스테이크하우스,https://www.instagram.com/wolfgangssteakhousekorea,02-556-8700 ,"포터하우스(100g 3만1천원), 그릴연어스테이크(4만9천원), 오늘의생선요리(4만9천원), 코스요리(1인 11만원~22만원)",11:00~22:00(마지막 주문 20:30) ,10~15만원대,서울특별시 강남구 청담동 89-6 영인빌딩,"미국식, 기타, 스테이크",restaurant_pics/울프강스테이크하우스.jpg,37.52447,127.0415,드라이에이징
기욤,https://www.instagram.com/guillaume_seoul/?igshid=1wyqia5da7r8c,02-512-6701,"마카롱(3천5백원), 밀푀유프랑보아즈, 밀푀유바닐라, 밀푀유쇼콜라(각 8천8백원), 밀푀유로얄(1만3천9백원), 에클레르(8천8백원), 피낭시에(3천9백원)","11:00~24:00 | 토, 일요일 10:00~24:00(마지막 주문 23:15) ",1만원 미만 ,서울특별시 강남구 청담동 88-38 인성빌딩,"디저트/차/베이커리, 베이커리, 디저트카페",restaurant_pics/기욤.jpg,37.52405,127.0411,
우정,,02-515-1808,"한마리수육(중 9만8천원, 대 12만8천원), 접시수육(4만2천원), 한우스지된장전골(2만7천원), 한우생불고기(120g 4만3천원), 한우육전(3만8천원), 사골양지곰탕(1만8천원)",11:00~15:00/17:00~23:00(마지막 주문 21:45) | 일요일 11:00~15:00/17:00~21:00(마지막 주문 19:45) ,5~10만원대,서울특별시 강남구 청담동 85-13,"한식(육류), 육회, 수육",restaurant_pics/우정.jpg,37.5250678429106,127.040349845762,
일드청담,https://www.instagram.com/iledecheongdam/,02-545-4015,"런치코스(15만원), 디너코스(23만원), 와인페어링(9만원~16만원)",12:30~14:30/18:00~22:00 ,15~25만원대,서울특별시 강남구 청담동 89-10 세명빌딩,"한식(육류), 한우오마카세, 일식, 스시",restaurant_pics/일드청담.jpg,37.5246842905146,127.041890313948,
제스트,https://www.instagram.com/zest.seoul/,010-3177-8801,"칵테일(2만3천원~2만5천원), 샤퀴테리플레이트(3만9천원), 후무스플레이트(2만4천원), 샥슈카(2만7천원), 모둠치즈(4만2천원), 오곡아이스크림(1만6천원)","18:30~02:00(익일), | 토, 일요일 15:00~02:00(익일) ",2~5만원대,서울특별시 강남구 청담동 88-1 하늘빌딩,"바/주점, 칵테일바",restaurant_pics/제스트.jpg,37.525227889754,127.040790451167,
까사델비노,https://www.instagram.com/casadelvino2002/,02-542-8003 ,"해물라면(3만8천원), 부르스케타(3만8천원), 백합조개봉골레파스타(3만2천원), 트러플파니니(2만4천원)",18:00~02:00(익일) (마지막 주문 00:30) ,5~10만원대,서울특별시 강남구 청담동 80-5,"바/주점, 와인바",restaurant_pics/까사델비노.jpg,37.526291,127.044077,
익스퀴진,https://www.instagram.com/exquisine_seoul,02-542-6921,"런치코스(8만5천원~10만원), 디너코스(16만원~18만5천원)",12:00~15:00(마지막 주문 13:30)/18:00~22:00(마지막 주문 20:00) ,15~25만원대,서울특별시 강남구 청담동 63-11 라파빌딩,프랑스식,restaurant_pics/익스퀴진.jpg,37.520999,127.049653,
