restaurant_name,address,number,price_range,restaurant_image1,latitude,longitude
한가로운오후,서울특별시 송파구 백제고분로 332 1F,02-418-9954,만원 미만,/upload/restaurant_pics/한가로운오후.jpg,37.5035501,127.1033152
가배장이(잠실점),서울특별시 송파구 올림픽로 269 롯데캐슬골드,02-2146-2259,만원 미만,/upload/restaurant_pics/가배장이(잠실점).jpg,37.5144601,127.1007472
64김만두(삼전본점),서울특별시 송파구 백제고분로 258,02-424-5070,만원 미만,/upload/restaurant_pics/64김만두(삼전본점).jpg,37.5022928,127.0950268
최선장생선구이,서울특별시 송파구 삼학사로 65 이맹빌딩,02-416-1007,만원 미만,/upload/restaurant_pics/최선장생선구이.jpg,37.503086,127.09678
오늘와인한잔(석촌역점),서울특별시 송파구 백제고분로41길 13,02-422-7631,만원-2만원,/upload/restaurant_pics/오늘와인한잔(석촌역점).jpg,37.5072046,127.1078394
래향,서울특별시 송파구 중대로25길 20,02-3402-1722,,/upload/restaurant_pics/래향.jpg,37.5039978,127.12721252
봉평산골메밀촌,서울특별시 송파구 마천로 90,02-407-0070,만원 미만,/upload/restaurant_pics/봉평산골메밀촌.jpg,37.5066862,127.1300341
새마을식당(잠실신천점),서울특별시 송파구 백제고분로7길 31 페로스,02-417-0120,만원-2만원,/upload/restaurant_pics/새마을식당(잠실신천점).jpg,37.510911,127.083923
봉열소곱창,서울특별시 송파구 송파대로 111 파크하비오 22C동 148호,02-430-5106,만원-2만원,/upload/restaurant_pics/봉열소곱창.jpg,37.4806169,127.1236753
등대자연산막회,서울특별시 송파구 송파대로43길 16,02-419-0883,,/upload/restaurant_pics/등대자연산막회.jpg,37.50375366,127.10607147
남오토코(문정점),서울특별시 송파구 충민로 5 한화오벨리스크 1F 122호,010-8643-5711,만원-2만원,/upload/restaurant_pics/남오토코(문정점).jpg,37.48013,127.1196368
와플칸,서울특별시 송파구 올림픽로12길 36,010-9853-3040,만원 미만,/upload/restaurant_pics/와플칸.jpg,37.5082513,127.0834167
키친오브인디아,서울특별시 송파구 올림픽로 336 B1,070-4858-7188,만원-2만원,/upload/restaurant_pics/키친오브인디아.jpg,37.5153081,127.1072125
던킨도너츠(잠실본동점),서울특별시 송파구 석촌호수로 118,02-3431-4661,만원 미만,/upload/restaurant_pics/던킨도너츠(잠실본동점).jpg,37.50748515,127.09000843
샐러드보투아,서울특별시 송파구 백제고분로40길 4-7 1F,010-5919-0715,만원-2만원,/upload/restaurant_pics/샐러드보투아.jpg,37.5038186,127.1056995
포리스트키친,서울특별시 송파구 올림픽로 300 롯데월드몰 6F,02-3213-4626,2만원-3만원,/upload/restaurant_pics/포리스트키친.jpg,37.5131119,127.1034576
방이돈가,서울특별시 송파구 오금로15길 4  1F,02-415-7220,만원-2만원,/upload/restaurant_pics/방이돈가.jpg,37.5121419,127.1093572
표현식당(방이점),서울특별시 송파구 올림픽로32길 18-22 1F,0507-1337-8565,만원-2만원,/upload/restaurant_pics/표현식당(방이점).jpg,37.5141132,127.1081698
국민고기냉면연구소,서울특별시 송파구 송파대로30길 41-22,02-430-8226,만원-2만원,/upload/restaurant_pics/국민고기냉면연구소.jpg,37.49707413,127.12097931
썬앤문,서울특별시 송파구 삼전로8길 10 1F 103호,070-4300-2338,만원 미만,/upload/restaurant_pics/썬앤문.jpg,37.5049923,127.0899047
우리할매떡볶이(송파점),서울특별시 송파구 송파대로38길 2-9,02-417-8680,만원 미만,/upload/restaurant_pics/우리할매떡볶이(송파점).jpg,37.5001355,127.1124729
조르노에노떼,서울특별시 송파구 오금로29길 4-1 101호,이탈리안,식당 홈페이지로 가기,/upload/restaurant_pics/조르노에노떼.jpg,37.5070132,127.1212157
썸씽에스프레소,서울특별시 송파구 위례성대로20길 29,02-6498-0728,만원 미만,/upload/restaurant_pics/썸씽에스프레소.jpg,37.50882499,127.12732221
두남자국물닭갈비,서울특별시 송파구 올림픽로32길 22,02-424-7862,만원-2만원,/upload/restaurant_pics/두남자국물닭갈비.jpg,37.51405212,127.10939529
두꺼비닷컴,서울특별시 송파구 동남로18길 39,02-407-0675,만원 미만,/upload/restaurant_pics/두꺼비닷컴.jpg,37.4932849,127.1342523
사이드쇼(잠실롯데월드몰점),서울특별시 송파구 올림픽로 300 잠실롯데월드몰 5F,기타 한식,유료주차 가능,/upload/restaurant_pics/사이드쇼(잠실롯데월드몰점).jpg,37.5131099,127.1034504
평이담백뼈칼국수(방이점),서울특별시 송파구 위례성대로18길 31-12 1F,02-417-7488,만원 미만,/upload/restaurant_pics/평이담백뼈칼국수(방이점).jpg,37.50929355,127.1254353
완도산회포장마차,서울특별시 송파구 백제고분로41길 10,02-422-5989,2만원-3만원,/upload/restaurant_pics/완도산회포장마차.jpg,37.50715637,127.10838318
신천장어와한우,서울특별시 송파구 백제고분로7길 42,02-422-1487,2만원-3만원,/upload/restaurant_pics/신천장어와한우.jpg,37.51071183,127.0834874
베이글카페(문정법조단지점),서울특별시 송파구 법원로11길 11 현대지식산업센터 A동 124호,02-2008-1788,만원 미만,/upload/restaurant_pics/베이글카페(문정법조단지점).jpg,37.4854461,127.1185138
sarr(잠실점),서울특별시 송파구 삼학사로18길 13,070-7776-3758,만원 미만,/upload/restaurant_pics/sarr(잠실점).jpg,37.5045362,127.0986137
다래홍두깨손칼국수,서울특별시 송파구 마천로45길 15,02-404-9316,만원 미만,/upload/restaurant_pics/다래홍두깨손칼국수.jpg,37.49740219,127.15003967
1987루프탑라운지(잠실점),서울특별시 송파구 올림픽로32길 11 혜성빌딩 9F,02-420-1987,만원-2만원,/upload/restaurant_pics/1987루프탑라운지(잠실점).jpg,37.5151069,127.1092691
바코난,서울특별시 송파구 백제고분로7길 42-16 B1,02-3431-6039,,/upload/restaurant_pics/바코난.jpg,37.51012039,127.08371735
양평두물머리해장국,서울특별시 송파구 백제고분로 384,02-2202-9383,만원-2만원,/upload/restaurant_pics/양평두물머리해장국.jpg,37.5057068,127.1087434
블랙드롭커피,서울특별시 송파구 삼학사로 90,02-420-8397,만원 미만,/upload/restaurant_pics/블랙드롭커피.jpg,37.5051515,127.0973951
마포서서갈비,서울특별시 송파구 오금로15길 9,02-418-8811,만원-2만원,/upload/restaurant_pics/마포서서갈비.jpg,37.51263007,127.10939879
포짜오,서울특별시 송파구 오금로46길 6,02-403-3645,만원 미만,/upload/restaurant_pics/포짜오.jpg,37.4966207,127.1360738
생활맥주(잠실새내점),서울특별시 송파구 올림픽로8길 20 1F A112호,02-422-1410,만원-2만원,/upload/restaurant_pics/생활맥주(잠실새내점).jpg,37.5100697,127.0801207
황기순칼국수돈까스(잠실역점),서울특별시 송파구 올림픽로 305 B1,02-421-8851,만원 미만,/upload/restaurant_pics/황기순칼국수돈까스(잠실역점).jpg,37.5149466,127.1051784
보영만두(잠실점),서울특별시 송파구 올림픽로30길 9  엘루이시티 103호,010-4935-7782,만원 미만,/upload/restaurant_pics/보영만두(잠실점).jpg,37.5149798,127.1082275
또올래곱창,서울특별시 송파구 백제고분로45길 36 1F,02-423-5692,만원 미만,/upload/restaurant_pics/또올래곱창.jpg,37.5108603,127.1078827
방이우동집,서울특별시 송파구 백제고분로27길 24,02-424-7845,만원 미만,/upload/restaurant_pics/방이우동집.jpg,37.505156,127.093546
푸가,서울특별시 송파구 백제고분로42길 34  1F,02-6053-7618,만원 미만,/upload/restaurant_pics/푸가.jpg,37.5038658,127.1115464
이너멜,서울특별시 송파구 송파대로40길 1-32 101호,010-9093-2049,만원 미만,/upload/restaurant_pics/이너멜.jpg,37.5043658,127.1087005
아지태,서울특별시 송파구 백제고분로 426,0507-1488-8996,2만원-3만원,/upload/restaurant_pics/아지태.jpg,37.508889,127.1116434
전주콩나물국밥,서울특별시 송파구 올림픽로35길 94 장미전철상가 B1,02-422-9628,만원 미만,/upload/restaurant_pics/전주콩나물국밥.jpg,37.5198841,127.1025747
통발집,서울특별시 송파구 마천로51길 28,02-403-6263,만원-2만원,/upload/restaurant_pics/통발집.jpg,37.496986,127.1526342
도화서가,서울특별시 송파구 오금로16길 20,02-2203-9188,만원 미만,/upload/restaurant_pics/도화서가.jpg,37.5100285,127.1080026
일리카페(잠실아이파크점),서울특별시 송파구 올림픽로8길 20,02-2202-8886,만원 미만,/upload/restaurant_pics/일리카페(잠실아이파크점).jpg,37.5100574,127.0800333
오륜명동칼국수,서울특별시 송파구 백제고분로51길 5 유강빌딩,02-415-3815,만원 미만,/upload/restaurant_pics/오륜명동칼국수.jpg,37.51584218,127.1144494
퍼틴(잠실롯데캐슬점),서울특별시 송파구 올림픽로 269 롯데캐슬골드,02-422-3773,만원-2만원,/upload/restaurant_pics/퍼틴(잠실롯데캐슬점).jpg,37.5144601,127.1007472
옹기족발(헬리오시티점),서울특별시 송파구 송파대로37길 98 해누리빌딩 1F 102호,02-421-3888,2만원-3만원,/upload/restaurant_pics/옹기족발(헬리오시티점).jpg,37.4987342,127.1017289
미스터피터팬,서울특별시 송파구 올림픽로45길 22,02-470-8733,만원 미만,/upload/restaurant_pics/미스터피터팬.jpg,37.5274966,127.1158886
상호작용,서울특별시 송파구 백제고분로15길 56 103호,0507-1377-8055,만원-2만원,/upload/restaurant_pics/상호작용.jpg,37.5101821,127.0846632
버거킹(문정역점),서울특별시 송파구 법원로8길 13,070-7462-6747,만원 미만,/upload/restaurant_pics/버거킹(문정역점).jpg,37.4845904,127.1222774
Sommer,서울특별시 송파구 오금로18길 12,카페 / 디저트,,/upload/restaurant_pics/Sommer.jpg,37.5098967,127.110339
종로계림닭도리탕원조(방이점),서울특별시 송파구 올림픽로32길 22-11 2F,0507-1306-4566,2만원-3만원,/upload/restaurant_pics/종로계림닭도리탕원조(방이점).jpg,37.5137341,127.1090384
24시뼈다귀탕(잠실점),서울특별시 송파구 백제고분로 162,02-417-4686,만원 미만,/upload/restaurant_pics/24시뼈다귀탕(잠실점).jpg,37.505035,127.0847383
시올돈(삼전역점),서울특별시 송파구 백제고분로 지하189 순명빌딩 101-2호,0507-1388-0170,만원-2만원,/upload/restaurant_pics/시올돈(삼전역점).jpg,37.5045043,127.0885987
돌마리포차,서울특별시 송파구 올림픽로32길 22-10,02-413-9292,만원-2만원,/upload/restaurant_pics/돌마리포차.jpg,37.5139618,127.1089906
퍼녀,서울특별시 송파구 동남로4길 18 1F,070-8888-1987,만원-2만원,/upload/restaurant_pics/퍼녀.jpg,37.4885903,127.1244055
1974비래옥(방이점),서울특별시 송파구 오금로11길 16,0507-1490-3700,만원-2만원,/upload/restaurant_pics/1974비래옥(방이점).jpg,37.5146251,127.1091373
참숯불집,서울특별시 송파구 오금로19길 9 1F,02-422-2555,2만원-3만원,/upload/restaurant_pics/참숯불집.jpg,37.5108207,127.1136407
금바위감자탕,서울특별시 송파구 중대로 120,02-404-3161,만원-2만원,/upload/restaurant_pics/금바위감자탕.jpg,37.49379349,127.12175751
내고향횡성한우정육점식당,서울특별시 송파구 오금로 113,02-415-8080,2만원-3만원,/upload/restaurant_pics/내고향횡성한우정육점식당.jpg,37.51232497,127.1082456
커피빈(몽촌토성역점),서울특별시 송파구 위례성대로 2 장은빌딩 1F,02-2141-0407,만원 미만,/upload/restaurant_pics/커피빈(몽촌토성역점).jpg,37.5170017,127.1128122
모더래잇,서울특별시 송파구 양재대로62길 21-1,02-431-0824,만원-2만원,/upload/restaurant_pics/모더래잇.jpg,37.4978923,127.1193416
신촌황소곱창,서울특별시 송파구 위례성대로20길 32,02-402-0770,,/upload/restaurant_pics/신촌황소곱창.jpg,37.50889587,127.12703705
카터알망,서울특별시 송파구 올림픽로 119 파인애플상가 1F,070-4178-6289,만원 미만,/upload/restaurant_pics/카터알망.jpg,37.5120215,127.0842406
필커피,서울특별시 송파구 중대로34길 13 1F,070-4249-4429,만원 미만,/upload/restaurant_pics/필커피.jpg,37.5056906,127.133715
우곱집(잠실본점),서울특별시 송파구 백제고분로7길 16-20,02-2202-9798,2만원-3만원,/upload/restaurant_pics/우곱집(잠실본점).jpg,37.5096683,127.0807611
나살던고향,서울특별시 송파구 백제고분로7길 24-7 1F,02-723-3200,만원 미만,/upload/restaurant_pics/나살던고향.jpg,37.51034546,127.08179474
여섯시오븐(롯데백화점잠실점),서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,02-2143-7079,만원 미만,/upload/restaurant_pics/여섯시오븐(롯데백화점잠실점).jpg,37.5118158,127.099495
쿠우쿠우(송파하비오점),서울특별시 송파구 송파대로 111 파크하비오 205동 201호,02-402-1357,만원-2만원,/upload/restaurant_pics/쿠우쿠우(송파하비오점).jpg,37.481478,127.1226955
고흥상회,서울특별시 송파구 양재대로 932 가락몰 5관 회센터 1F,02-407-7463,2만원-3만원,/upload/restaurant_pics/고흥상회.jpg,37.49237203,127.11685903
설빙(가락시장역점),서울특별시 송파구 중대로 109,02-404-0555,만원 미만,/upload/restaurant_pics/설빙(가락시장역점).jpg,37.49371035,127.12040312
황금소,서울특별시 송파구 송이로 136,02-430-9279,만원-2만원,/upload/restaurant_pics/황금소.jpg,37.49449929,127.1234149
구룡포막회,서울특별시 송파구 백제고분로46길 11 삼창빌딩,02-412-2272,만원-2만원,/upload/restaurant_pics/구룡포막회.jpg,37.508375,127.1126638
브롱스(문정점),서울특별시 송파구 법원로4길 6 문정아이파크 제1동 3F,02-402-9604,만원-2만원,/upload/restaurant_pics/브롱스(문정점).jpg,37.4823178,127.12211
아티제(올림픽공원점),서울특별시 송파구 위례성대로 18 금복빌딩,02-422-5131,만원 미만,/upload/restaurant_pics/아티제(올림픽공원점).jpg,37.5165458,127.1142629
Shutter54,서울특별시 송파구 백제고분로45길 22-1,02-2203-2294,만원-2만원,/upload/restaurant_pics/Shutter54.jpg,37.5101166,127.1091297
수동상회,서울특별시 송파구 양재대로 932 가락몰 5관,02-401-0169,,/upload/restaurant_pics/수동상회.jpg,37.49235021,127.11687289
메리앤메리카페,서울특별시 송파구 풍성로26길 54,02-488-5639,만원 미만,/upload/restaurant_pics/메리앤메리카페.jpg,37.52971219,127.11629102
교양식사(2호점),서울특별시 송파구 백제고분로7길 32-33 한신아트빌 1F,02-419-2046,3만원-4만원,/upload/restaurant_pics/교양식사(2호점).jpg,37.5093479,127.0829495
민주식당(가락본점),서울특별시 송파구 양재대로62길 41-1 1F,02-408-5558,만원 미만,/upload/restaurant_pics/민주식당(가락본점).jpg,37.4963866,127.1204831
스몰톡,서울특별시 영등포구 당산로 161-7 1F,0507-1323-3056,만원-2만원,/upload/restaurant_pics/스몰톡.jpg,37.5290316,126.8973518
스시다정,서울특별시 영등포구 국제금융로 70 B1 19호,010-4582-8293,4만원 이상,/upload/restaurant_pics/스시다정.jpg,37.5214371,126.9306537
도림186,서울특별시 영등포구 도영로 44,02-833-2183,만원 미만,/upload/restaurant_pics/도림186.jpg,37.5096581,126.8980093
스시아라타,서울특별시 영등포구 국제금융로8길 16 B1 B124호,02-2636-9417,4만원 이상,/upload/restaurant_pics/스시아라타.jpg,37.5212387,126.9289038
허브족발,서울특별시 영등포구 당산로232 2F,02-2633-4339,3만원-4만원,/upload/restaurant_pics/허브족발.jpg,37.53425575,126.9025793
고트델리(문래점),서울특별시 영등포구 도림로139길 14 2F,0507-1398-0816,만원 미만,/upload/restaurant_pics/고트델리(문래점).jpg,37.5137484,126.8924957
양키통닭,서울특별시 영등포구 도림로139길 13,070-8800-0815,2만원-3만원,/upload/restaurant_pics/양키통닭.jpg,37.5136705,126.8927692
바이러닉에스프레소바(여의도점),서울특별시 영등포구 의사당대로 38  1F,카페 / 디저트,주차공간없음,/upload/restaurant_pics/바이러닉에스프레소바(여의도점).jpg,37.5257067,126.918739
아루히니와,서울특별시 영등포구 여의나루로 42 2F 229-230호,0507-1426-3909,4만원 이상,/upload/restaurant_pics/아루히니와.jpg,37.5214578,126.925077
로바(더현대서울점),서울특별시 영등포구 여의대로 108 더현대서울 6F,02-3277-0652,4만원 이상,/upload/restaurant_pics/로바(더현대서울점).jpg,37.5259168,126.9283122
부일갈비,서울특별시 영등포구 영중로6길 23-8,02-2636-9462,만원-2만원,/upload/restaurant_pics/부일갈비.jpg,37.5181466,126.9086523
곽면,서울특별시 영등포구 경인로 888-4 소미여의도골드라인 101호,070-4116-7000,만원-2만원,/upload/restaurant_pics/곽면.jpg,37.5175473,126.9112903
정인면옥,서울특별시 영등포구 국회대로76길 10 기독교침례회총회빌딩 1F,02-2683-2615,만원-2만원,/upload/restaurant_pics/정인면옥.jpg,37.5306858,126.9216203
나카지마고에몽,서울특별시 영등포구 국회대로54길 10 아크로타워스퀘어 상가동 B1 39호,010-3903-1983,4만원 이상,/upload/restaurant_pics/나카지마고에몽.jpg,37.5244035,126.9067618
아루히,서울특별시 영등포구 여의나루로 42 2F,02-780-3903,3만원-4만원,/upload/restaurant_pics/아루히.jpg,37.5214578,126.925077
또순이네,서울특별시 영등포구 선유로47길 16,02-2672-2255,만원-2만원,/upload/restaurant_pics/또순이네.jpg,37.53577136,126.8953043
대한옥(1호점),서울특별시 영등포구 영등포로51길 6,02-2633-5052,만원-2만원,/upload/restaurant_pics/대한옥(1호점).jpg,37.51935849,126.91088047
코끼리베이글,서울특별시 영등포구 선유로 176,070-4184-0082,만원 미만,/upload/restaurant_pics/코끼리베이글.jpg,37.52925824,126.89272816
그믐족발,서울특별시 영등포구 경인로79길 21 1F,02-6104-6453,만원-2만원,/upload/restaurant_pics/그믐족발.jpg,37.5135239,126.8930851
줘마양다리구이,서울특별시 영등포구 도림천로11길 13,02-831-3078,만원-2만원,/upload/restaurant_pics/줘마양다리구이.jpg,37.49156403,126.89725382
르프리크(더현대서울점),서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-0791,만원-2만원,/upload/restaurant_pics/르프리크(더현대서울점).jpg,37.5260553,126.9282997
브루클린더버거조인트(여의도점),서울특별시 영등포구 국제금융로2길 24 삼성생명빌딩 1F 2호,02-761-7180,만원-2만원,/upload/restaurant_pics/브루클린더버거조인트(여의도점).jpg,37.5243159,126.9248449
갓포아키(여의도점),서울특별시 영등포구 의사당대로 16,02-786-8661,4만원 이상,/upload/restaurant_pics/갓포아키(여의도점).jpg,37.5274095,126.9172652
모던샤브하우스(여의도점),서울특별시 영등포구 국제금융로8길 31 SK증권빌딩 B1,02-6484-5971,4만원 이상,/upload/restaurant_pics/모던샤브하우스(여의도점).jpg,37.519816,126.9280232
목탄장(여의도점),서울특별시 영등포구 국제금융로2길 37  B103호,070-8816-1122,만원-2만원,/upload/restaurant_pics/목탄장(여의도점).jpg,37.5229132,126.9241186
히노노리,서울특별시 영등포구 의사당대로 83 103호,02-6747-0773,만원-2만원,/upload/restaurant_pics/히노노리.jpg,37.5233913,126.92348
우동가게,서울특별시 영등포구 당산로 180 신우빌딩,02-2634-2999,만원 미만,/upload/restaurant_pics/우동가게.jpg,37.5302653,126.8993539
선비네,서울특별시 영등포구 영중로20길 4,010-5012-8781,만원-2만원,/upload/restaurant_pics/선비네.jpg,37.5211406,126.9059499
렌위치(1호점),서울특별시 영등포구 국제금융로 10 IFC몰 L2,02-6297-0023,만원 미만,/upload/restaurant_pics/렌위치(1호점).jpg,37.5249912,126.9253122
라케이브,서울특별시 영등포구 여의대방로67길 22 태양빌딩 B1,02-780-6121,3만원-4만원,/upload/restaurant_pics/라케이브.jpg,37.5208051,126.9298826
오복수산(여의도점),서울특별시 영등포구 국제금융로2길 17 씨티플라자 3F,02-780-9923,3만원-4만원,/upload/restaurant_pics/오복수산(여의도점).jpg,37.5240804,126.9260254
타이문,서울특별시 영등포구 선유로17길 24 1F,070-8808-0823,만원 미만,/upload/restaurant_pics/타이문.jpg,37.5212063,126.8870066
고방채,서울특별시 영등포구 여의대방로65길 20  1F,02-780-9282,만원-2만원,/upload/restaurant_pics/고방채.jpg,37.520265,126.9294738
별미볶음점,서울특별시 영등포구 국제금융로6길 33 여의도백화점 B1,02-761-8188,만원-2만원,/upload/restaurant_pics/별미볶음점.jpg,37.52108527,126.9266794
온수반(선유도점),서울특별시 영등포구 양평로22가길 6 1F,070-7543-1731,만원 미만,/upload/restaurant_pics/온수반(선유도점).jpg,37.5386833,126.8938224
도원스타일(더현대서울점),서울특별시 영등포구 여의대로 108 더현대서울 6F,02-3277-0653,3만원-4만원,/upload/restaurant_pics/도원스타일(더현대서울점).jpg,37.5259168,126.9283122
솥돈,서울특별시 영등포구 도림로 434-4 1F,02-3663-0103,만원-2만원,/upload/restaurant_pics/솥돈.jpg,37.5145354,126.8950448
진주집,서울특별시 영등포구 국제금융로6길 33 B1,02-780-6108,만원-2만원,/upload/restaurant_pics/진주집.jpg,37.52108527,126.9266794
하쯔호,서울특별시 영등포구 여의동로 213 금호리첸시아 B1,02-780-1634,4만원 이상,/upload/restaurant_pics/하쯔호.jpg,37.5186432,126.9395985
가양칼국수버섯매운탕,서울특별시 영등포구 국제금융로 78 홍우빌딩 B1,02-784-0409,만원-2만원,/upload/restaurant_pics/가양칼국수버섯매운탕.jpg,37.52101617,126.9314333
호박집,서울특별시 영등포구 영등포로 237-1 성일빌딩,02-2634-9703,만원 미만,/upload/restaurant_pics/호박집.jpg,37.51950611,126.9079157
허리헝그리(더현대서울),서울특별시 영등포구 여의대로 108 더현대서울,02-3277-0777,만원-2만원,/upload/restaurant_pics/허리헝그리(더현대서울).jpg,37.5260553,126.9282997
오복수산참치,서울특별시 영등포구 의사당대로 83 오투타워 2F,02-783-9988,2만원-3만원,/upload/restaurant_pics/오복수산참치.jpg,37.5233663,126.9234407
테일러커피(더현대서울점),서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-8516,만원 미만,/upload/restaurant_pics/테일러커피(더현대서울점).jpg,37.5259168,126.9283122
어만두,서울특별시 영등포구 국제금융로2길 37 S-Trenue빌딩 B1,02-782-1820,만원-2만원,/upload/restaurant_pics/어만두.jpg,37.5229368,126.9242785
브로드웨이(켄싱턴호텔여의도점),서울특별시 영등포구 국회대로76길 16 켄싱턴호텔 여의도점 1F,02-6670-7260,4만원 이상,/upload/restaurant_pics/브로드웨이(켄싱턴호텔여의도점).jpg,37.53038278,126.9221181
세상의모든아침(더스카이팜),서울특별시 영등포구 여의대로 24 전경련회관 스카이팜 50-51F,02-2055-4440,2만원-3만원,/upload/restaurant_pics/세상의모든아침(더스카이팜).jpg,37.52240157,126.91972811
에베레스트(영등포점),서울특별시 영등포구 경인로 838-1,02-3667-8848,만원-2만원,/upload/restaurant_pics/에베레스트(영등포점).jpg,37.5159481,126.906062
양키스버거&피자,서울특별시 영등포구 도림로 434-1,070-8849-0815,만원-2만원,/upload/restaurant_pics/양키스버거&피자.jpg,37.51457358,126.89483789
오월의종(타임스퀘어점),서울특별시 영등포구 영중로 15,02-2636-3801,만원 미만,/upload/restaurant_pics/오월의종(타임스퀘어점).jpg,37.51778061,126.90536746
스시온정,서울특별시 영등포구 여의대방로 376 나라키움빌딩 3F 309호,010-4747-8293,4만원 이상,/upload/restaurant_pics/스시온정.jpg,37.5182332,126.9312507
더플레이트디저트(더현대서울점),서울특별시 영등포구 여의대로 108 더현대서울 B1,02-3277-0796,만원 미만,/upload/restaurant_pics/더플레이트디저트(더현대서울점).jpg,37.5260553,126.9282997
대관원,서울특별시 영등포구 당산로37길 1,02-2068-8791,만원-2만원,/upload/restaurant_pics/대관원.jpg,37.5294043,126.8979053
타마스시,서울특별시 영등포구 은행로 30 1F,02-785-1634,4만원 이상,/upload/restaurant_pics/타마스시.jpg,37.528184,126.9227385
이조보쌈,서울특별시 영등포구 당산로 244,02-2671-3257,만원-2만원,/upload/restaurant_pics/이조보쌈.jpg,37.5349541,126.9030913
더아트리움라운지(페어몬트앰배서더서울점),서울특별시 영등포구 여의대로 108 페어몬트앰배서더서울 1F,02-3395-6170,4만원 이상,/upload/restaurant_pics/더아트리움라운지(페어몬트앰배서더서울점).jpg,37.5260553,126.9282997
화목순대국,서울특별시 영등포구 여의대방로 383,02-780-8191,만원 미만,/upload/restaurant_pics/화목순대국.jpg,37.5192326,126.93147204
삼거리먼지막순대국,서울특별시 영등포구 시흥대로185길 11,02-848-2469,만원 미만,/upload/restaurant_pics/삼거리먼지막순대국.jpg,37.491752,126.9072319
쉐이크쉑(영등포타임스퀘어점),서울특별시 영등포구 영중로 15 타임스퀘어 1F,02-2635-0104,만원-2만원,/upload/restaurant_pics/쉐이크쉑(영등포타임스퀘어점).jpg,37.5176343,126.9042788
잠수교집,서울특별시 영등포구 여의나루로 117 서울상가 B1 제6호,고기 요리,"삼겹살 (1인)
13,000원


명품명란쌈장
6,000원


청국장
8,000원


얼큰순두부
8,000원


옛날깻잎국물떡볶이
8,000원",/upload/restaurant_pics/잠수교집.jpg,37.5262456,126.9310852
은성감자탕,서울특별시 영등포구 국회대로34길 8-2 세왕빌딩,02-2632-0792,만원 미만,/upload/restaurant_pics/은성감자탕.jpg,37.52670368,126.89737352
삼거리푸줏간Blue(THREEIFC몰),서울특별시 영등포구 국제금융로 10 IFC몰 THREE 1F,02-6137-3034,만원-2만원,/upload/restaurant_pics/삼거리푸줏간Blue(THREEIFC몰).jpg,37.52580566,126.9266096
당산오돌,서울특별시 영등포구 국회대로37길 6 1F,02-2068-5592,만원-2만원,/upload/restaurant_pics/당산오돌.jpg,37.52757645,126.8997879
원조감자탕일미집(영등포직영점),서울특별시 영등포구 영중로 43 1F,02-2677-4544,만원-2만원,/upload/restaurant_pics/원조감자탕일미집(영등포직영점).jpg,37.5203818,126.9043928
사비문,서울특별시 영등포구 당산로32길 1-4,02-3663-7807,만원 미만,/upload/restaurant_pics/사비문.jpg,37.5266614,126.8972641
베르데커피,서울특별시 영등포구 도림로139가길 5 1F,02-6448-7564,만원 미만,/upload/restaurant_pics/베르데커피.jpg,37.5138665,126.8936753
동래정,서울특별시 영등포구 당산로30길 5 1F,02-6369-9292,2만원-3만원,/upload/restaurant_pics/동래정.jpg,37.52568374,126.8972736
토종순두부2000냥,서울특별시 영등포구 양평로 126,02-2678-0881,16:20 - 02:00,/upload/restaurant_pics/토종순두부2000냥.jpg,37.53813655,126.89377605
더미(여의도직영점),서울특별시 영등포구 국제금융로2길 28 KB금융타워 B1,02-782-4441,4만원 이상,/upload/restaurant_pics/더미(여의도직영점).jpg,37.5241028,126.9244858
바스버거(여의도점),서울특별시 영등포구 국제금융로 20 율촌빌딩 B1,02-784-6643,만원-2만원,/upload/restaurant_pics/바스버거(여의도점).jpg,37.52490417,126.9274591
웨이브스,서울특별시 영등포구 도림로 434-11,070-7681-0101,만원-2만원,/upload/restaurant_pics/웨이브스.jpg,37.5148651,126.8950585
테이스팅룸(IFC몰),서울특별시 영등포구 국제금융로 10 IFC몰 L3,02-6137-5654,2만원-3만원,/upload/restaurant_pics/테이스팅룸(IFC몰).jpg,37.5254272,126.9257589
대문점,서울특별시 영등포구 영중로10길 30,02-2678-3256,만원-2만원,/upload/restaurant_pics/대문점.jpg,37.5186116,126.908587
덕원,서울특별시 영등포구 버드나루로길 6,02-2634-8663,만원-2만원,/upload/restaurant_pics/덕원.jpg,37.522296,126.912046
로라멘,서울특별시 영등포구 도림로131길 17,02-2677-7115,만원 미만,/upload/restaurant_pics/로라멘.jpg,37.5141247,126.8936592
폴앤폴리나(여의도점),서울특별시 영등포구 의사당대로 108 아일렉스상가 1F,02-761-1966,만원 미만,/upload/restaurant_pics/폴앤폴리나(여의도점).jpg,37.52108807,126.9241265
브로트아트,서울특별시 영등포구 국제금융로7길 3 수정상가 1F,02-785-0466,만원 미만,/upload/restaurant_pics/브로트아트.jpg,37.5225819,126.9312147
동해반점,서울특별시 영등포구 시흥대로 639,02-832-4430,만원 미만,/upload/restaurant_pics/동해반점.jpg,37.48937607,126.90634918
뚜스뚜스(선유점),서울특별시 영등포구 양평로 132,02-2632-9006,만원-2만원,/upload/restaurant_pics/뚜스뚜스(선유점).jpg,37.5384395,126.8933278
